user_session_id,user_id,product_id,click_through_rate,add_to_cart_flag,cart_abandonment_score,purchase_probability,device_type
S00461,U14642,P374,0.1121,0,0.1325,0.4282,mobile
S00462,U15311,P589,0.01,0,0.3356,0.2963,tablet
S00463,U13120,P563,0.6924,1,0.452,0.6386,desktop
S00464,U17679,P240,0.4421,0,0.35,0.5242,mobile
S00465,U10016,P531,0.0975,0,0.6656,0.1899,mobile
S00466,U17339,P355,0.1272,0,0.7945,0.1658,mobile
S00467,U11243,P469,0.99,1,0.2026,0.9029,desktop
S00468,U12205,P411,0.3623,1,0.4493,,mobile
S00469,U12524,P555,0.3107,0,0.5598,0.3582,mobile
S00470,U11069,P539,0.99,0,0.9687,0.5868,desktop
S00471,U13444,P533,,1,0.544,0.6041,desktop
S00472,U12565,P194,0.308,0,0.0223,0.6028,mobile
S00473,U16242,P272,0.8207,1,0.7216,0.5817,desktop
S00474,U15864,P572,0.5669,1,0.0385,0.7448,mobile
S00475,U11060,P542,0.0778,0,0.1945,0.3962,mobile
S00476,U12327,P522,0.7832,0,0.2544,0.776,mobile
S00477,U13420,P504,0.9835,1,0.657,0.7176,desktop
S00478,U16640,P538,0.5267,1,0.8074,0.3899,mobile
S00479,U10301,P156,0.2811,0,,0.4107,mobile
S00480,U14276,P597,0.3764,0,0.4659,0.4508,mobile
S00481,U10606,P201,0.2447,0,0.729,0.2472,tablet
S00482,U13170,P268,0.2886,1,0.8588,0.2308,mobile
S00483,U10699,P576,0.99,1,0.9219,0.607,desktop
S00484,U15088,P169,0.4317,0,0.0428,0.6651,mobile
S00485,U11139,P437,0.01,0,0.89,0.0428,tablet
S00486,U10190,P148,0.01,0,0.6879,,tablet
S00487,U12300,P527,0.6813,1,0.208,0.723,desktop
S00488,U10980,P518,0.7535,1,0.9407,0.4485,desktop
S00489,U12975,P446,0.7707,0,0.1678,0.7918,desktop
S00490,U16102,P104,0.2804,1,0.3773,,mobile
S00491,U11184,P554,0.2627,1,,0.3752,mobile
S00492,U13327,P301,0.3681,0,0.4547,,mobile
S00493,U13394,P301,0.3601,0,0.8167,0.2758,mobile
S00494,U10127,P278,0.01,0,0.8426,0.0776,tablet
S00495,U12065,P156,0.4174,1,,0.6435,mobile
S00496,U11816,P285,,0,0.8832,0.3492,mobile
S00497,U15854,P191,0.8535,1,0.5693,0.6806,desktop
S00498,U16709,P391,,0,0.7947,,mobile
S00499,U10569,P493,0.4629,0,,0.4217,mobile
S00500,U15442,P533,0.4729,1,0.1615,0.6376,mobile
S00501,U11895,P582,,1,,0.5731,desktop
S00502,U12733,P326,0.197,0,0.8874,0.1515,tablet
S00503,U13863,P520,,0,0.4732,0.5154,mobile
S00504,U14721,P211,0.01,0,,0.0333,tablet
S00505,U17455,P247,,0,0.7801,0.5039,desktop
S00506,U14014,P368,0.2119,0,0.6663,0.2698,mobile
S00507,U12901,P302,0.0845,1,0.5299,0.2554,mobile
S00508,U11686,P477,,1,0.7511,0.3366,desktop
S00509,U13009,P464,0.6882,1,0.6535,,mobile
S00510,U17806,P502,0.7369,1,0.2846,,desktop
S00511,U10154,P447,0.99,1,0.8278,0.6476,desktop
S00512,U12537,P457,,1,0.5296,0.5849,mobile
S00513,U11409,P155,,0,,0.6322,desktop
S00514,U14057,P400,0.9294,1,0.968,0.5379,desktop
S00515,U10784,P415,0.631,0,,0.471,mobile
S00516,U13175,P551,0.7769,1,0.9124,0.4886,desktop
S00517,U17560,P284,,0,0.6896,0.4452,mobile
S00518,U17978,P153,0.1727,0,0.0692,0.5048,tablet
S00519,U14341,P136,0.7093,1,0.2913,,mobile
S00520,U17343,P310,0.7456,1,,0.6445,desktop
S00521,U17206,P392,0.925,1,0.353,0.815,desktop
S00522,U15596,P369,0.7205,1,,0.8135,desktop
S00523,U15801,P450,0.1995,0,0.3832,0.3847,mobile
S00524,U12806,P319,0.1442,0,0.9297,0.1028,mobile
S00525,U10537,P327,,1,0.3257,0.8642,desktop
S00526,U15986,P527,0.9703,0,0.5307,0.7501,desktop
S00527,U11841,P457,0.912,1,0.9609,0.531,desktop
S00528,U15016,P310,0.5679,1,0.3419,0.6001,mobile
S00529,U12455,P397,0.4029,0,0.2844,0.53,mobile
S00530,U10524,P100,0.8071,1,,0.7036,desktop
S00531,U16971,P122,0.5267,1,0.9008,0.3353,mobile
S00532,U15625,P547,0.861,1,0.607,0.6686,desktop
S00533,U12950,P383,0.6448,1,0.3244,0.6662,desktop
S00534,U17992,P595,0.897,1,0.7834,0.6133,desktop
S00535,U14131,P487,0.9695,1,0.5594,0.7372,desktop
S00536,U14780,P524,0.2882,0,0.498,0.3862,mobile
S00537,U14115,P287,0.3724,0,0.5591,,mobile
S00538,U12368,P117,0.7042,1,0.9843,0.4158,mobile
S00539,U13847,P546,0.7375,0,0.5823,0.6083,desktop
S00540,U16655,P544,,0,0.8048,0.4633,desktop
S00541,U14495,P148,0.7134,1,0.3401,,mobile
S00542,U12701,P146,0.7714,1,,0.8249,desktop
S00543,U10971,P214,0.9507,1,0.7352,0.6506,desktop
S00544,U16002,P138,0.1304,0,0.2629,0.397,mobile
S00545,U16614,P316,,0,,0.2994,mobile
S00546,U11166,P309,0.7226,1,0.844,0.4869,desktop
S00547,U15211,P361,0.5515,1,0.6806,0.4446,mobile
S00548,U17521,P310,,1,0.2212,0.8957,desktop
S00549,U14929,P152,0.5695,1,0.387,0.5816,desktop
S00550,U15919,P559,0.6096,1,,0.6998,mobile
S00551,U12774,P380,0.5232,1,0.2628,,mobile
S00552,U11982,P454,,1,0.1912,,desktop
S00553,U10853,P420,0.9603,1,0.417,0.8077,desktop
S00554,U14146,P232,0.6237,1,0.7185,0.4697,mobile
S00555,U13736,P548,0.5506,1,0.5302,0.5089,desktop
S00556,U13769,P363,0.8656,1,0.0774,0.8853,desktop
S00557,U10574,P394,0.747,1,0.1745,0.7897,mobile
S00558,U13261,P210,0.3515,0,0.9828,0.2135,mobile
S00559,U11148,P142,0.8603,1,,0.642,desktop
S00560,U16293,P437,0.4367,0,0.4498,0.4781,mobile
S00561,U16457,P337,0.99,1,0.947,0.5962,desktop
S00562,U16713,P478,0.9174,1,,0.7429,desktop
S00563,U17509,P556,0.0371,0,,0.0954,mobile
S00564,U16448,P488,,0,0.4458,0.431,mobile
S00565,U11715,P346,0.623,0,0.8776,0.4151,desktop
S00566,U14777,P103,0.397,1,0.5866,0.3962,mobile
S00567,U14933,P463,0.7598,0,0.7567,,desktop
S00568,U13854,P448,0.4912,1,0.7634,0.3741,mobile
S00569,U15173,P484,0.8158,1,0.5836,0.6528,mobile
S00570,U17146,P449,0.2944,0,0.1411,0.5437,mobile
S00571,U12491,P411,0.0349,0,0.33,0.2987,mobile
S00572,U12660,P272,0.8076,1,0.0285,0.8875,desktop
S00573,U17136,P292,0.0467,0,0.0327,0.4337,tablet
S00574,U16407,P102,0.2402,0,,0.2753,mobile
S00575,U13124,P377,0.3805,0,0.9429,0.2331,mobile
S00576,U15691,P555,0.1208,0,0.237,0.3882,mobile
S00577,U13051,P155,0.2687,0,0.7237,0.2777,mobile
S00578,U17787,P373,,1,0.5547,0.309,mobile
S00579,U10004,P508,0.01,0,0.56,0.1851,tablet
S00580,U15222,P275,0.8136,1,0.8232,0.5482,desktop
S00581,U15315,P215,,0,,0.5924,desktop
S00582,U14869,P183,0.59,1,0.9334,0.3576,mobile
S00583,U10876,P258,0.8986,1,0.9638,0.522,desktop
S00584,U10991,P385,0.8734,1,0.7371,,desktop
S00585,U17027,P179,0.99,0,0.0939,0.9498,desktop
S00586,U17517,P165,0.3222,0,,0.328,mobile
S00587,U14142,P308,0.99,1,0.9417,0.5841,desktop
S00588,U17010,P109,0.4112,0,0.9069,,mobile
S00589,U16966,P298,0.1895,0,0.2093,0.454,tablet
S00590,U17079,P158,0.7192,0,0.8879,0.4516,mobile
S00591,U17987,P333,0.99,0,0.1683,0.9177,desktop
S00592,U16799,P406,0.3725,1,0.0869,0.6121,mobile
S00593,U14364,P343,0.505,0,0.0466,,mobile
S00594,U14465,P478,,0,,0.2095,mobile
S00595,U10635,P492,0.501,1,0.239,0.6203,mobile
S00596,U15225,P153,0.9436,1,0.169,0.9051,desktop
S00597,U11693,P545,0.2371,0,0.2442,0.452,mobile
S00598,U11682,P436,0.3535,0,0.66,0.3395,mobile
S00599,U14752,P492,0.99,1,0.1638,0.934,desktop
S00600,U10119,P108,0.4417,1,0.6276,0.4043,mobile
S00601,U10830,P200,0.2045,0,0.0302,0.5256,tablet
S00602,U15906,P507,,1,0.3964,0.7245,desktop
S00603,U13675,P394,0.5928,0,0.7547,0.4363,desktop
S00604,U15177,P302,0.01,0,0.2692,0.3106,mobile
S00605,U16070,P491,0.4932,1,0.3435,0.5564,mobile
S00606,U11369,P252,0.4959,1,0.1128,,desktop
S00607,U10740,P209,0.3648,1,0.6753,0.3395,mobile
S00608,U17641,P421,0.9002,1,0.3552,0.7998,desktop
S00609,U10116,P365,0.7406,1,0.1849,0.7671,desktop
S00610,U15949,P472,0.01,0,0.0232,,tablet
S00611,U12838,P251,0.865,1,0.6052,,desktop
S00612,U11150,P595,0.01,0,0.4841,0.2179,tablet
S00613,U17560,P563,0.5891,0,0.7072,0.4547,mobile
S00614,U11931,P182,0.7882,1,,0.6542,desktop
S00615,U11012,P542,0.4248,0,0.4064,,mobile
S00616,U11664,P514,0.632,0,0.8761,0.4209,mobile
S00617,U11081,P494,0.3448,0,0.5492,0.3823,mobile
S00618,U14729,P233,0.1615,0,0.7948,0.1854,mobile
S00619,U10512,P425,0.1135,0,0.8641,0.1278,mobile
S00620,U17918,P259,0.1496,0,0.5193,0.283,tablet
S00621,U12849,P138,0.4394,0,0.3363,0.543,mobile
S00622,U15215,P275,0.4424,0,0.1671,0.6033,mobile
S00623,U17805,P112,0.555,1,0.2535,0.6452,mobile
S00624,U15237,P414,0.3769,1,0.1273,0.5828,mobile
S00625,U10559,P166,0.8659,0,0.7497,,mobile
S00626,U13672,P539,0.2322,1,0.3197,0.4166,tablet
S00627,U14583,P347,0.7562,1,0.8736,0.4934,desktop
S00628,U17404,P140,0.4927,0,0.7066,0.4139,desktop
S00629,U14992,P283,0.6546,0,0.662,0.5263,desktop
S00630,U13343,P134,0.99,1,0.2655,0.8758,desktop
S00631,U15308,P521,,1,0.0519,0.968,desktop
S00632,U14070,P436,0.99,1,0.6327,0.7318,desktop
S00633,U14799,P550,0.6401,1,0.024,0.7787,desktop
S00634,U11470,P389,0.8189,1,0.3347,0.7475,desktop
S00635,U10580,P175,0.4975,1,0.9541,0.2955,mobile
S00636,U16933,P571,0.6749,0,0.5431,0.5892,mobile
S00637,U17004,P169,0.8489,1,0.6238,0.6401,desktop
S00638,U12294,P333,0.3087,0,,0.5353,mobile
S00639,U13147,P110,0.5943,1,,0.7509,desktop
S00640,U14249,P467,0.9212,1,,0.7458,desktop
S00641,U11679,P382,0.4042,0,0.6967,,desktop
S00642,U13506,P403,0.4103,0,0.6956,0.3712,mobile
S00643,U15092,P123,0.99,1,,0.6348,desktop
S00644,U17253,P373,0.9025,1,0.6663,0.667,desktop
S00645,U12744,P126,0.9048,1,0.0127,0.9502,desktop
S00646,U13356,P153,,0,0.7358,0.4376,desktop
S00647,U14045,P154,0.5333,0,0.9633,0.3265,desktop
S00648,U11243,P475,,0,0.0418,0.442,tablet
S00649,U15188,P332,0.2266,1,0.1366,0.4924,mobile
S00650,U13118,P376,0.3547,0,0.308,0.492,mobile
S00651,U15104,P542,0.9371,1,0.7717,0.627,desktop
S00652,U12141,P470,0.4908,1,0.5122,0.4967,mobile
S00653,U15869,P517,0.7335,0,0.7069,0.5522,desktop
S00654,U15053,P219,0.7537,1,0.0537,0.8456,desktop
S00655,U13059,P324,0.3085,0,0.3378,0.4526,mobile
S00656,U14548,P157,0.4951,0,0.2084,0.6158,mobile
S00657,U15323,P354,0.9112,1,0.8068,0.6114,mobile
S00658,U12959,P275,0.2694,0,,0.5209,mobile
S00659,U12265,P153,0.2459,0,,0.3723,mobile
S00660,U16617,P245,0.83,1,0.0321,0.8845,desktop
S00661,U12479,P358,0.5949,1,0.5772,0.5141,desktop
S00662,U16484,P251,0.5084,1,0.0372,,mobile
S00663,U14646,P484,0.8582,0,0.883,0.5336,mobile
S00664,U11635,P361,0.99,1,0.1454,0.942,desktop
S00665,U15408,P118,0.7158,1,0.1305,0.7763,desktop
S00666,U17421,P441,0.6122,0,0.013,0.7674,desktop
S00667,U11757,P470,0.99,1,0.032,0.9909,desktop
S00668,U14452,P270,0.5572,1,0.1494,0.6913,mobile
S00669,U12070,P478,0.4952,0,,0.5895,mobile
S00670,U15881,P491,0.7692,1,0.6255,0.5935,desktop
S00671,U16665,P296,0.5072,1,0.9474,0.3039,mobile
S00672,U15877,P535,0.3536,1,0.727,0.3251,mobile
S00673,U17267,P172,0.9327,1,0.6899,0.6598,desktop
S00674,U12849,P402,0.4681,1,,0.5002,mobile
S00675,U13251,P184,0.3822,0,0.8288,0.2832,mobile
S00676,U17390,P383,0.56,0,0.0253,0.7321,mobile
S00677,U16905,P401,0.5599,0,0.3133,0.6222,desktop
S00678,U13730,P231,,1,0.7353,0.674,desktop
S00679,U12489,P219,0.582,1,0.7153,0.4471,mobile
S00680,U11631,P315,0.6337,0,0.7589,0.4724,desktop
S00681,U12816,P235,0.2202,1,0.7189,0.2375,mobile
S00682,U11015,P215,0.0537,0,0.313,0.3312,mobile
S00683,U11348,P160,0.275,0,0.8976,0.192,tablet
S00684,U14611,P116,0.8113,1,0.8315,0.5288,desktop
S00685,U13087,P133,0.5971,0,0.2852,0.6413,desktop
S00686,U12839,P119,0.3051,0,0.8952,0.2246,tablet
S00687,U10335,P307,0.7182,1,0.1546,0.7817,desktop
S00688,U15878,P557,0.2575,0,0.4191,0.4026,mobile
S00689,U16401,P261,0.6431,1,0.8079,0.4567,mobile
S00690,U14592,P398,,1,0.7276,0.2515,mobile
S00691,U10895,P109,0.3812,0,0.3367,0.4949,mobile
S00692,U16303,P193,0.74,0,0.8258,0.5047,desktop
S00693,U13546,P513,0.7525,1,0.1006,0.8247,desktop
S00694,U10851,P470,0.6626,1,0.7829,0.4644,desktop
S00695,U11687,P508,0.9897,1,0.6882,0.7077,desktop
S00696,U11931,P482,0.3679,1,0.2614,0.5197,mobile
S00697,U16833,P540,,1,,0.4103,desktop
S00698,U13746,P465,,0,0.7207,0.5774,desktop
S00699,U12427,P546,0.6651,0,0.8608,0.4465,desktop
S00700,U11568,P206,0.5232,0,0.266,0.6215,mobile
S00701,U14000,P204,0.7476,0,0.7441,0.5443,desktop
S00702,U15052,P170,0.99,1,0.0576,0.9799,desktop
S00703,U12738,P530,0.99,1,0.9867,0.5791,desktop
S00704,U13498,P183,0.2289,1,0.0311,0.5392,mobile
S00705,U15732,P308,0.3786,1,0.2336,0.5379,desktop
S00706,U15387,P358,,0,0.51,,mobile
S00707,U17744,P338,,1,0.3101,0.6684,desktop
S00708,U15536,P401,,0,0.9335,0.16,mobile
S00709,U15287,P331,0.2743,0,0.578,0.3294,mobile
S00710,U13913,P519,0.4654,0,0.3786,0.5397,mobile
S00711,U11066,P381,0.01,0,0.5181,0.2032,mobile
S00712,U17723,P493,0.6081,1,0.2658,0.656,mobile
S00713,U14380,P517,,1,0.7002,0.7027,desktop
S00714,U12444,P305,0.2182,0,0.9057,0.1558,mobile
S00715,U14107,P363,,0,0.7944,0.4442,desktop
S00716,U15726,P410,0.4013,0,,0.6129,mobile
S00717,U13373,P446,0.7496,1,0.6866,0.5703,desktop
S00718,U13969,P493,0.7923,1,0.2894,0.7662,desktop
S00719,U17420,P284,0.3973,1,0.0472,0.629,mobile
S00720,U12546,P213,0.2568,0,0.3922,,mobile
S00721,U10753,P178,0.3779,0,0.4554,0.4419,mobile
S00722,U12082,P456,0.6372,1,0.0308,,desktop
S00723,U12774,P441,0.5057,1,0.8373,0.3506,mobile
S00724,U12896,P400,0.6916,1,0.9337,,desktop
S00725,U14185,P149,0.1264,0,0.4719,0.3045,mobile
S00726,U10775,P419,0.01,0,0.0789,0.3927,tablet
S00727,U16748,P194,0.4045,0,0.6513,0.3726,mobile
S00728,U17113,P357,0.3861,0,0.0966,0.6157,mobile
S00729,U11625,P528,0.251,0,0.8513,0.1981,mobile
S00730,U13069,P450,0.5723,1,0.8888,0.381,mobile
S00731,U10417,P161,0.4099,0,0.9573,0.2438,tablet
S00732,U10114,P241,0.99,1,0.06,0.9645,desktop
S00733,U10616,P429,0.6893,0,0.1737,0.7569,mobile
S00734,U13974,P321,0.9892,1,0.5957,,desktop
S00735,U13267,P455,0.9376,1,0.2508,0.8664,desktop
S00736,U10825,P210,0.552,1,0.3978,0.5668,mobile
S00737,U17668,P203,0.9345,1,,0.7706,desktop
S00738,U15745,P114,0.4227,1,0.5155,0.4561,mobile
S00739,U11516,P369,0.8638,1,0.7326,0.6018,desktop
S00740,U13146,P258,0.4458,0,0.2806,0.5563,mobile
S00741,U10412,P256,0.99,1,0.7093,0.6987,desktop
S00742,U17543,P126,0.8149,1,0.7375,0.5859,desktop
S00743,U17587,P184,,1,0.3914,0.7406,desktop
S00744,U10728,P108,0.3228,0,0.5693,0.361,tablet
S00745,U13348,P375,0.176,0,0.4919,0.3243,tablet
S00746,U17164,P326,0.5262,0,0.9328,0.3356,mobile
S00747,U12808,P285,0.4266,0,0.5669,,mobile
S00748,U10675,P178,0.4158,1,,0.6216,mobile
S00749,U13465,P315,0.5894,1,,0.5206,mobile
S00750,U15988,P532,0.4604,0,0.2582,0.5887,desktop
S00751,U12504,P156,,0,0.3153,0.5408,mobile
S00752,U12967,P243,0.4496,0,0.4268,0.5098,desktop
S00753,U16335,P455,0.0627,0,0.1062,0.4112,mobile
S00754,U12786,P430,0.01,0,0.031,0.4277,mobile
S00755,U17856,P491,0.9067,1,0.1786,0.8798,desktop
S00756,U11122,P166,0.1523,0,0.3619,0.3668,mobile
S00757,U14079,P374,,1,0.6145,0.31,mobile
S00758,U11571,P593,0.5687,1,,0.6351,mobile
S00759,U15073,P204,,0,0.8315,0.251,mobile
S00760,U15104,P550,0.6896,0,0.5655,0.588,desktop
S00761,U12143,P519,0.6324,1,0.7656,0.4688,mobile
S00762,U11687,P572,0.8856,0,,0.6986,desktop
S00763,U16806,P287,,1,0.3064,0.7013,desktop
S00764,U17357,P263,0.8657,1,0.3183,0.7959,desktop
S00765,U17903,P366,0.1663,0,0.0609,0.4903,mobile
S00766,U14132,P150,0.2737,1,0.4903,0.3813,mobile
S00767,U13851,P225,0.6965,1,0.7143,0.5277,mobile
S00768,U13440,P179,0.1323,0,0.8734,0.1347,mobile
S00769,U13766,P282,0.6613,1,,0.3933,desktop
S00770,U15644,P409,0.3215,0,0.0629,0.5931,mobile
S00771,U12326,P116,0.2737,1,0.7342,0.276,mobile
S00772,U16360,P545,,1,0.5726,0.6747,desktop
S00773,U12914,P269,,0,,0.767,desktop
S00774,U14968,P379,0.9067,1,0.6168,0.6763,desktop
S00775,U15917,P500,0.5308,0,,0.716,mobile
S00776,U15392,P403,0.9067,0,,0.5471,desktop
S00777,U13952,P439,0.6738,1,0.3814,0.6439,mobile
S00778,U16205,P313,0.2938,0,0.4895,0.3788,tablet
S00779,U10595,P297,0.3545,0,0.2077,0.5352,mobile
S00780,U15999,P106,0.688,0,,0.5368,mobile
S00781,U10728,P497,0.01,0,0.8586,0.0563,tablet
S00782,U11365,P110,0.3114,1,0.3647,0.4571,mobile
S00783,U14492,P111,0.8162,1,0.5901,0.6502,desktop
S00784,U10698,P209,0.5648,0,0.7948,0.4029,mobile
S00785,U17186,P232,0.4586,1,0.7492,0.3759,mobile
S00786,U16320,P488,0.3696,0,0.7841,0.2953,mobile
S00787,U15731,P227,0.0715,0,,,tablet
S00788,U10395,P247,0.6293,0,0.5654,0.5534,mobile
S00789,U16588,P153,0.387,0,0.9243,0.2448,mobile
S00790,U17400,P410,0.2432,1,0.5847,0.3086,tablet
S00791,U14171,P541,0.3519,0,0.7616,0.2949,desktop
S00792,U14360,P178,0.0298,0,0.343,0.3045,mobile
S00793,U12502,P445,,1,0.2071,0.7241,mobile
S00794,U11819,P196,0.01,0,0.3885,0.2591,mobile
S00795,U10717,P348,0.4339,0,0.6986,0.3835,desktop
S00796,U12782,P226,0.8001,1,0.6679,0.593,desktop
S00797,U17551,P129,0.5758,1,0.1805,0.6886,mobile
S00798,U17731,P123,0.01,0,0.1531,0.375,mobile
S00799,U14946,P570,0.7926,0,0.2844,0.7541,desktop
S00800,U13577,P300,,1,,0.7469,mobile
S00801,U15486,P230,0.6918,1,,0.5724,desktop
S00802,U10143,P221,0.3432,1,,0.24,mobile
S00803,U14980,P455,0.9589,0,0.174,0.8974,desktop
S00804,U13140,P531,,1,0.2074,0.5834,mobile
S00805,U17266,P426,0.779,0,0.6519,0.6021,desktop
S00806,U14491,P249,0.2374,1,0.45,0.3634,mobile
S00807,U17192,P113,0.2585,1,0.7285,,mobile
S00808,U17091,P403,0.8583,1,0.2392,0.8258,desktop
S00809,U12938,P128,0.3368,0,0.1429,,mobile
S00810,U15588,P149,0.6092,1,0.942,0.365,desktop
S00811,U17651,P563,0.1648,0,0.9354,0.1122,mobile
S00812,U13636,P339,0.353,1,,0.2642,desktop
S00813,U13222,P581,0.6594,1,0.769,0.4685,desktop
S00814,U11167,P493,0.0972,0,0.355,0.3381,tablet
S00815,U12616,P554,0.99,1,0.1199,0.953,desktop
S00816,U11062,P572,0.5716,1,0.4693,0.5616,mobile
S00817,U12156,P382,0.3253,1,0.2384,0.5052,mobile
S00818,U17860,P434,0.7008,0,,0.7331,desktop
S00819,U15161,P451,0.6759,0,0.7101,,desktop
S00820,U15305,P255,0.0752,0,0.1696,,mobile
S00821,U12982,P236,0.138,0,0.7765,0.1654,mobile
S00822,U16541,P426,0.3124,0,0.5953,0.3582,mobile
S00823,U13294,P435,,1,,0.5026,mobile
S00824,U14729,P253,0.3191,0,0.1184,0.5677,mobile
S00825,U11156,P582,0.568,1,0.3846,,desktop
S00826,U17330,P180,0.2989,0,0.8163,0.2551,mobile
S00827,U15334,P186,,0,0.5427,0.3051,mobile
S00828,U10732,P363,0.99,0,0.9851,,desktop
S00829,U14330,P357,0.5513,0,0.6555,0.4697,mobile
S00830,U16801,P578,0.3627,0,0.5878,0.3904,mobile
S00831,U14846,P284,0.6328,0,0.1156,0.735,mobile
S00832,U16731,P279,0.8799,1,0.3715,0.7811,desktop
S00833,U17176,P285,0.4342,1,,0.3616,mobile
S00834,U17241,P222,,1,0.6547,0.3908,mobile
S00835,U10953,P476,0.4891,1,,0.3882,desktop
S00836,U12539,P195,0.889,1,0.8704,0.5568,desktop
S00837,U17056,P192,0.5837,1,0.8508,0.3897,mobile
S00838,U13324,P102,0.5115,1,0.118,0.6786,mobile
S00839,U13301,P491,0.4186,1,0.3002,,mobile
S00840,U11542,P542,0.4739,0,0.9217,0.2959,mobile
S00841,U15293,P101,0.9121,0,,0.7571,desktop
S00842,U15772,P578,,1,0.5792,0.4997,mobile
S00843,U11191,P545,,1,0.9171,0.542,desktop
S00844,U16313,P470,0.6765,0,0.4259,0.6263,mobile
S00845,U15512,P404,,0,0.9213,0.2105,mobile
S00846,U12993,P456,0.0494,0,0.3578,0.3094,tablet
S00847,U16938,P247,0.9605,0,,0.8128,desktop
S00848,U12681,P384,0.9071,1,0.7041,0.6533,desktop
S00849,U11217,P244,0.4793,0,0.9871,0.2852,mobile
S00850,U11540,P429,0.99,0,0.3595,0.8496,desktop
S00851,U16172,P460,0.1275,0,0.2547,0.3988,mobile
S00852,U13236,P505,0.1853,0,0.5347,0.2968,tablet
S00853,U15541,P361,0.2937,1,0.3939,,mobile
S00854,U12386,P161,0.2404,0,0.8005,0.2283,tablet
S00855,U13719,P590,0.6936,0,0.6579,0.5361,desktop
S00856,U15615,P325,0.5854,1,0.7186,,mobile
S00857,U11388,P130,0.6384,1,,0.6287,mobile
S00858,U11856,P289,0.6631,1,0.5154,0.5944,desktop
S00859,U11365,P474,0.5612,0,0.1813,,desktop
S00860,U10499,P367,0.4741,0,0.228,0.6096,mobile
S00861,U11680,P111,0.6505,1,0.5781,0.5457,mobile
S00862,U10510,P290,0.7001,1,0.46,0.6251,mobile
S00863,U17494,P499,,1,0.6441,0.5853,mobile
S00864,U14312,P124,0.6099,1,0.8769,0.4078,desktop
S00865,U11324,P505,0.0337,0,0.7403,0.121,tablet
S00866,U11155,P190,0.656,1,0.8231,0.4575,desktop
S00867,U11827,P187,,1,0.8687,,desktop
S00868,U13141,P431,0.4405,0,0.6062,0.4272,mobile
S00869,U17419,P373,0.9782,1,0.9493,,desktop
S00870,U13486,P400,0.5182,1,0.8092,0.3699,mobile
S00871,U11810,P210,0.99,1,0.5454,0.7694,desktop
S00872,U16588,P179,0.3276,1,0.0891,0.5709,mobile
S00873,U12923,P423,0.6883,1,0.7102,0.5248,mobile
S00874,U15301,P239,0.0926,0,0.6918,0.1902,tablet
S00875,U12214,P532,0.1746,0,0.3355,0.391,tablet
S00876,U14186,P516,0.7102,1,,0.678,mobile
S00877,U10713,P313,0.025,0,0.6985,0.134,mobile
S00878,U15977,P546,0.1133,0,,0.1878,tablet
S00879,U13602,P117,0.4506,1,0.6106,0.4311,desktop
S00880,U14134,P153,0.01,0,0.2364,0.3247,tablet
S00881,U17293,P467,0.8116,1,0.8255,0.5316,desktop
S00882,U13522,P196,0.2087,0,0.9511,0.1307,mobile
S00883,U14268,P382,0.4877,1,0.3241,,mobile
S00884,U14748,P333,0.815,1,0.926,,desktop
S00885,U14849,P566,0.01,0,0.2981,0.3125,tablet
S00886,U11243,P339,0.4884,0,0.1886,,desktop
S00887,U13709,P433,0.6299,0,0.4228,0.6008,mobile
S00888,U11081,P508,,1,0.4348,0.7273,desktop
S00889,U15779,P517,0.6301,0,0.8531,,desktop
S00890,U16619,P443,0.6452,1,0.5998,0.5333,desktop
S00891,U10455,P585,,1,0.0548,0.7476,desktop
S00892,U14924,P543,0.4185,1,0.3532,,mobile
S00893,U10894,P153,0.5565,1,0.0406,0.7378,mobile
S00894,U11384,P186,0.8854,1,0.0838,0.9084,desktop
S00895,U11958,P360,,1,,,mobile
S00896,U13072,P335,,1,0.2059,0.596,mobile
S00897,U16530,P222,0.7002,0,0.5427,0.6039,mobile
S00898,U11996,P519,0.7895,1,0.3816,0.7104,desktop
S00899,U16491,P153,0.0253,0,0.0972,0.4079,mobile
S00900,U14285,P315,,0,0.9043,0.1119,mobile
S00901,U10504,P519,0.329,1,0.3658,0.4524,mobile
S00902,U11214,P296,0.3352,0,0.9119,0.2203,mobile
S00903,U11531,P138,0.6584,0,0.4225,0.6173,desktop
S00904,U13440,P553,,1,0.9251,0.5424,desktop
S00905,U17576,P464,0.99,1,0.5476,0.7541,desktop
S00906,U10823,P327,,0,0.5165,0.2039,mobile
S00907,U10928,P336,0.9477,1,,0.7964,desktop
S00908,U15029,P231,0.6953,1,,0.4533,desktop
S00909,U15236,P429,0.0582,0,0.6301,0.1826,mobile
S00910,U10133,P599,0.1359,0,0.0575,0.4743,mobile
S00911,U12105,P420,0.6954,1,,0.4832,desktop
S00912,U13627,P568,0.6799,1,0.4334,0.625,desktop
S00913,U14780,P267,0.2092,0,0.7047,0.2373,mobile
S00914,U16815,P586,0.1357,0,0.4395,0.3094,mobile
S00915,U16316,P136,0.777,0,0.6143,0.6172,mobile
S00916,U11852,P166,0.812,1,0.9366,0.484,desktop
S00917,U14910,P210,0.9167,1,0.5384,0.7159,desktop
S00918,U15268,P514,0.5958,0,0.0828,0.7279,mobile
S00919,U14175,P318,,1,,0.4943,desktop
S00920,U12933,P308,0.7518,1,0.3473,0.7179,desktop
S00921,U13284,P480,0.4314,1,0.6749,0.3923,mobile
S00922,U14298,P186,0.1799,0,0.1607,0.4551,mobile
