Age,Income,Education_Level,Work_Experience,Purchase_Decision
58.0,64304.39,Master,7.0,1
52.0,99171.54,PhD,13.0,1
18.0,48973.37,Bachelor,0.0,0
38.0,47249.02,Bachelor,4.0,0
65.0,79717.52,High School,34.0,1
23.0,,High School,1.0,0
45.0,45305.33,Bachelor,6.0,0
34.0,51552.73,Bachelor,10.0,1
22.0,55289.54,Master,1.0,0
48.0,40638.99,Bachelor,4.0,0
22.0,43610.4,,2.0,0
55.0,84809.92,Bachelor,31.0,1
20.0,65363.02,Master,0.0,0
40.0,61533.03,Bachelor,10.0,1
54.0,71934.96,Bachelor,16.0,1
54.0,63391.96,Bachelor,14.0,1
,,Master,0.0,0
27.0,23811.1,High School,,0
36.0,69370.38,Master,15.0,1
34.0,58647.47,Bachelor,12.0,1
38.0,42446.21,Bachelor,3.0,0
31.0,55896.19,Bachelor,10.0,1
26.0,39009.82,Bachelor,1.0,0
63.0,50971.38,High School,9.0,1
18.0,56398.26,Master,0.0,0
62.0,61023.36,,16.0,1
30.0,56732.6,Bachelor,12.0,1
21.0,39847.2,High School,1.0,0
18.0,38170.28,Bachelor,0.0,0
57.0,77279.31,Bachelor,29.0,1
49.0,50891.03,Bachelor,,0
51.0,49992.63,Bachelor,9.0,0
,50233.09,Bachelor,2.0,0
48.0,83424.98,PhD,1.0,1
25.0,42384.8,Bachelor,5.0,0
56.0,85404.26,Master,18.0,1
43.0,28285.7,High School,6.0,0
51.0,41601.99,Bachelor,2.0,0
20.0,40281.38,Bachelor,0.0,0
29.0,41612.87,Bachelor,1.0,0
18.0,69304.22,Master,0.0,0
61.0,50921.65,High School,21.0,1
22.0,26915.64,High School,1.0,0
47.0,64441.59,Master,10.0,1
47.0,,High School,20.0,1
34.0,44432.0,Bachelor,2.0,1
65.0,94886.39,,40.0,1
64.0,60795.0,Master,7.0,0
40.0,57391.31,High School,10.0,0
32.0,35695.29,,1.0,0
,43604.68,Bachelor,0.0,0
38.0,83357.91,Master,14.0,1
31.0,64433.7,Bachelor,3.0,1
,46772.52,,1.0,0
28.0,53008.77,Bachelor,9.0,0
,67612.27,Master,10.0,1
55.0,82917.3,Master,22.0,1
51.0,76909.91,PhD,2.0,1
55.0,46144.72,High School,16.0,0
51.0,58804.36,High School,21.0,1
35.0,74483.03,,15.0,1
47.0,70881.41,Master,15.0,1
32.0,31266.6,High School,7.0,0
44.0,28178.42,High School,2.0,0
51.0,89799.78,Master,32.0,1
55.0,45403.13,High School,1.0,0
50.0,83985.68,Bachelor,26.0,1
41.0,58945.39,,14.0,1
32.0,49875.93,Bachelor,6.0,0
47.0,60173.35,,12.0,1
59.0,,,41.0,1
34.0,50923.55,Bachelor,8.0,0
22.0,39530.35,Bachelor,0.0,0
46.0,49716.27,,5.0,0
21.0,47497.09,Bachelor,3.0,0
27.0,37107.31,High School,8.0,0
34.0,49845.44,High School,11.0,0
27.0,34787.59,High School,6.0,0
34.0,43559.35,High School,13.0,0
,59801.97,,19.0,1
41.0,70510.49,Master,6.0,1
22.0,45574.23,Bachelor,1.0,0
51.0,,Master,13.0,1
23.0,40125.28,Bachelor,1.0,0
19.0,39268.7,Bachelor,1.0,0
30.0,43067.25,,,0
60.0,41541.18,High School,17.0,0
60.0,63119.25,High School,15.0,0
65.0,46486.59,Bachelor,4.0,0
28.0,69111.75,PhD,3.0,1
64.0,61447.53,High School,30.0,0
40.0,32062.9,High School,4.0,0
33.0,75199.6,Master,3.0,1
48.0,55041.21,High School,22.0,0
28.0,62971.08,Master,9.0,1
33.0,45878.01,,0.0,0
25.0,64540.09,Master,5.0,1
21.0,42049.02,Bachelor,0.0,0
57.0,55573.41,Bachelor,12.0,0
,50871.7,Bachelor,0.0,0
42.0,60145.69,Bachelor,,1
20.0,44146.13,Bachelor,1.0,0
49.0,51669.63,High School,11.0,0
20.0,50829.93,Bachelor,1.0,0
44.0,60309.85,Bachelor,12.0,1
46.0,66634.47,Master,10.0,1
49.0,43909.52,Bachelor,2.0,0
36.0,53533.79,Bachelor,9.0,1
38.0,34449.91,High School,10.0,0
22.0,40531.59,Bachelor,0.0,0
35.0,49578.7,Bachelor,5.0,0
45.0,67422.45,Master,4.0,1
59.0,69447.76,Master,6.0,1
39.0,,High School,21.0,0
38.0,69394.23,Master,11.0,1
23.0,27763.06,High School,3.0,0
18.0,36262.86,Bachelor,0.0,0
22.0,43644.45,Bachelor,1.0,0
58.0,25473.3,High School,0.0,0
29.0,50560.54,Bachelor,6.0,0
43.0,61130.74,,24.0,1
63.0,51233.44,High School,17.0,0
51.0,69693.1,Bachelor,6.0,1
31.0,46749.55,,2.0,0
43.0,96243.37,Master,21.0,1
62.0,40613.6,Bachelor,2.0,0
44.0,56512.13,,9.0,1
26.0,44383.12,Bachelor,4.0,0
43.0,27986.75,High School,1.0,0
64.0,43276.53,High School,7.0,0
39.0,57335.88,Bachelor,13.0,1
64.0,98648.45,Bachelor,39.0,1
47.0,66106.92,Bachelor,22.0,1
60.0,44101.72,,5.0,0
65.0,44785.89,Bachelor,0.0,0
34.0,30115.5,,,0
43.0,34798.56,High School,7.0,0
53.0,74991.5,Master,10.0,1
18.0,36033.29,,0.0,0
25.0,,Master,1.0,0
52.0,58913.7,High School,23.0,1
32.0,82754.29,PhD,9.0,1
,76488.46,High School,43.0,1
39.0,52035.87,High School,19.0,0
31.0,88186.47,PhD,6.0,1
43.0,,High School,15.0,0
45.0,54023.27,Bachelor,4.0,1
40.0,49155.61,High School,15.0,0
31.0,62265.84,Bachelor,7.0,1
41.0,68713.08,Master,11.0,1
19.0,51702.15,Bachelor,0.0,0
62.0,42720.56,Bachelor,5.0,0
43.0,27611.07,High School,4.0,0
31.0,47789.72,Bachelor,0.0,0
24.0,,,2.0,0
20.0,27606.7,,1.0,0
64.0,82473.9,Bachelor,24.0,1
40.0,38767.7,High School,13.0,0
63.0,89106.38,Master,20.0,1
60.0,81950.29,Bachelor,34.0,1
64.0,67312.4,High School,37.0,0
62.0,48089.17,Bachelor,4.0,0
35.0,72038.68,Bachelor,16.0,1
55.0,50770.1,Bachelor,11.0,0
52.0,72229.76,PhD,4.0,1
32.0,63099.04,Bachelor,13.0,1
42.0,64887.06,Master,8.0,1
54.0,72313.38,Bachelor,8.0,1
45.0,32522.29,High School,2.0,0
27.0,50940.52,Bachelor,0.0,0
56.0,55669.05,Bachelor,9.0,0
34.0,53234.35,Bachelor,13.0,1
56.0,99421.87,Master,38.0,1
39.0,42902.76,Bachelor,3.0,0
43.0,91636.18,Master,25.0,1
61.0,,Master,36.0,1
42.0,,Bachelor,19.0,1
34.0,,Bachelor,15.0,1
30.0,68555.19,Bachelor,2.0,1
37.0,87318.74,PhD,16.0,1
42.0,52971.39,Bachelor,12.0,1
21.0,28346.08,High School,3.0,0
27.0,48351.9,Bachelor,5.0,0
20.0,39550.42,Bachelor,,0
58.0,81713.62,High School,36.0,1
62.0,80492.17,,31.0,1
35.0,55892.77,Bachelor,10.0,1
64.0,61936.44,Bachelor,16.0,0
53.0,41360.99,Bachelor,4.0,0
64.0,28854.53,High School,5.0,0
,31644.2,High School,,0
51.0,78342.39,Bachelor,32.0,1
64.0,75528.35,Bachelor,29.0,1
25.0,37182.36,High School,4.0,0
57.0,63163.51,Bachelor,16.0,1
61.0,70282.91,Bachelor,26.0,1
36.0,35259.14,High School,2.0,0
59.0,88108.34,High School,28.0,1
58.0,34528.92,High School,1.0,0
54.0,88938.54,Master,28.0,1
23.0,59693.22,Master,0.0,0
43.0,,Master,3.0,1
51.0,77546.85,Bachelor,33.0,1
62.0,102682.57,Bachelor,,1
23.0,46009.38,Bachelor,1.0,0
54.0,51311.17,Bachelor,0.0,0
50.0,56550.3,High School,25.0,1
39.0,37927.51,Bachelor,0.0,0
38.0,56016.73,Master,3.0,1
23.0,44738.97,,5.0,0
23.0,51783.91,Bachelor,,0
65.0,42344.33,High School,17.0,0
21.0,44530.69,Bachelor,1.0,0
47.0,46824.06,Bachelor,0.0,0
28.0,57625.95,,4.0,1
47.0,,Bachelor,21.0,1
48.0,82967.22,Master,15.0,1
41.0,67525.82,Bachelor,21.0,1
26.0,55524.19,Master,1.0,0
20.0,47471.04,Bachelor,2.0,0
48.0,70032.75,Bachelor,21.0,1
,49471.14,,5.0,0
54.0,74147.03,Bachelor,24.0,0
53.0,69636.6,PhD,1.0,1
41.0,40483.1,High School,6.0,0
48.0,,High School,20.0,0
23.0,50939.9,Master,0.0,0
19.0,47263.79,Bachelor,0.0,0
37.0,68381.37,Bachelor,19.0,1
45.0,56118.82,Bachelor,11.0,1
28.0,25948.1,High School,1.0,0
21.0,57898.57,Master,2.0,0
32.0,38328.45,Bachelor,0.0,0
23.0,47110.7,Bachelor,2.0,0
47.0,,Bachelor,11.0,1
55.0,60881.38,Master,8.0,1
19.0,23476.07,High School,0.0,0
32.0,74458.33,Master,13.0,1
28.0,28641.12,High School,1.0,0
25.0,59253.67,Bachelor,4.0,0
43.0,60027.36,Master,3.0,1
62.0,73039.35,Bachelor,20.0,1
61.0,68726.0,Bachelor,21.0,1
22.0,35912.86,Bachelor,0.0,0
,39127.88,Bachelor,1.0,0
43.0,42528.85,High School,16.0,0
21.0,71497.64,PhD,2.0,1
36.0,,Master,,0
37.0,74389.73,Bachelor,19.0,1
50.0,55014.28,Bachelor,11.0,1
37.0,44958.82,High School,17.0,0
,46698.36,High School,10.0,0
64.0,89222.75,Bachelor,33.0,1
18.0,50556.03,Master,0.0,0
43.0,63986.93,Bachelor,18.0,1
,76462.32,Master,7.0,1
55.0,55307.59,High School,24.0,0
54.0,40461.09,Bachelor,2.0,0
28.0,43548.37,,,0
53.0,70055.74,Bachelor,27.0,1
30.0,41819.3,High School,11.0,0
60.0,101451.61,PhD,25.0,1
20.0,21554.87,High School,0.0,0
50.0,78023.15,Master,10.0,1
23.0,46482.5,Bachelor,1.0,0
27.0,87352.79,PhD,2.0,1
22.0,44807.15,Bachelor,2.0,0
40.0,79679.45,Master,22.0,1
27.0,31309.87,High School,8.0,0
61.0,101426.16,Bachelor,43.0,1
19.0,,Master,1.0,0
30.0,56660.67,High School,2.0,0
57.0,82370.82,High School,31.0,1
19.0,44180.67,Bachelor,1.0,0
37.0,59677.39,,,1
18.0,39067.24,Bachelor,0.0,0
,59918.04,Bachelor,17.0,1
26.0,51433.08,High School,1.0,0
34.0,38531.57,High School,11.0,0
26.0,63224.01,,2.0,1
28.0,39821.28,High School,7.0,0
,50415.37,Bachelor,0.0,0
41.0,75774.27,Master,13.0,1
55.0,71871.4,,37.0,1
52.0,54324.59,,13.0,1
47.0,32408.19,High School,1.0,0
48.0,54152.08,Bachelor,8.0,1
22.0,,,4.0,0
61.0,97123.11,Bachelor,43.0,1
31.0,46785.9,Bachelor,,1
28.0,45754.03,,1.0,0
26.0,50208.87,Bachelor,2.0,0
51.0,35749.55,High School,6.0,0
29.0,55874.21,Bachelor,,0
52.0,62632.83,Bachelor,16.0,1
52.0,80406.71,Bachelor,25.0,1
18.0,,High School,0.0,0
57.0,69284.04,Bachelor,26.0,1
39.0,41213.5,High School,10.0,0
46.0,90291.39,Bachelor,27.0,1
25.0,37952.28,High School,3.0,0
28.0,63708.41,Bachelor,5.0,0
58.0,33608.89,High School,7.0,0
54.0,94642.94,Master,31.0,1
31.0,55646.18,Master,2.0,1
47.0,57224.29,High School,29.0,1
52.0,,Bachelor,18.0,1
38.0,58441.9,High School,16.0,1
54.0,67393.71,Bachelor,17.0,1
22.0,,Bachelor,3.0,1
36.0,57654.8,Bachelor,8.0,1
31.0,60359.39,,6.0,0
43.0,,High School,23.0,1
21.0,40495.39,Bachelor,3.0,0
42.0,46334.47,High School,17.0,0
62.0,58467.13,Bachelor,15.0,0
59.0,59685.49,Bachelor,15.0,0
42.0,49974.72,Bachelor,3.0,0
35.0,28192.37,High School,6.0,0
57.0,78566.66,Bachelor,32.0,0
25.0,49006.39,,7.0,0
56.0,51171.37,High School,19.0,0
57.0,82594.09,Bachelor,32.0,1
31.0,64998.07,Master,7.0,1
49.0,108073.78,Master,25.0,1
55.0,50490.98,Bachelor,7.0,0
50.0,57095.41,Bachelor,9.0,1
,32762.71,High School,,0
32.0,58389.19,Master,4.0,1
50.0,52571.67,,24.0,0
42.0,86925.7,Master,20.0,1
34.0,70004.41,Bachelor,,1
50.0,70317.22,Bachelor,9.0,1
64.0,63286.76,Master,8.0,0
19.0,37176.79,High School,1.0,0
31.0,46481.4,Bachelor,3.0,1
57.0,101006.87,Bachelor,39.0,1
57.0,37611.92,High School,6.0,0
56.0,,Bachelor,,0
23.0,61344.15,Bachelor,,0
23.0,64040.39,,5.0,0
20.0,31271.61,High School,2.0,0
24.0,54058.62,,2.0,0
25.0,30370.03,High School,5.0,0
59.0,67591.03,High School,14.0,0
,38503.11,High School,5.0,0
64.0,34504.22,High School,9.0,0
46.0,40562.68,High School,13.0,0
50.0,100230.97,PhD,15.0,1
47.0,77018.19,Bachelor,12.0,1
56.0,40257.16,High School,10.0,0
44.0,68039.23,High School,24.0,1
53.0,91601.73,,34.0,1
46.0,68911.08,Master,7.0,1
,66067.34,High School,27.0,1
50.0,32581.24,High School,2.0,0
54.0,40904.65,High School,1.0,0
44.0,58213.69,High School,20.0,1
50.0,37500.32,High School,13.0,0
21.0,45629.02,Bachelor,3.0,0
39.0,47660.87,High School,20.0,0
19.0,45206.21,Bachelor,1.0,0
27.0,29119.64,,2.0,0
22.0,54846.77,Master,0.0,0
27.0,56282.37,Master,,1
50.0,61068.82,Bachelor,21.0,1
55.0,94081.09,Bachelor,33.0,1
30.0,55658.55,Bachelor,1.0,0
48.0,37572.47,Bachelor,0.0,0
64.0,54973.36,Bachelor,8.0,0
53.0,38809.11,Bachelor,2.0,0
,,Master,1.0,0
41.0,59961.06,Master,3.0,1
32.0,,Bachelor,5.0,0
46.0,47471.49,Bachelor,0.0,0
25.0,,High School,0.0,1
22.0,24005.71,High School,0.0,0
46.0,58468.79,Bachelor,7.0,1
64.0,65669.33,High School,37.0,0
21.0,58027.28,Master,3.0,0
29.0,37707.1,High School,1.0,0
62.0,82634.84,Bachelor,,1
19.0,55676.78,Bachelor,1.0,0
44.0,67617.8,Bachelor,22.0,1
48.0,96891.42,Bachelor,,1
53.0,107381.82,Master,35.0,1
53.0,,Bachelor,2.0,0
43.0,53295.11,,14.0,1
60.0,78892.59,High School,37.0,1
44.0,42207.2,Bachelor,0.0,0
22.0,53740.49,Master,1.0,0
37.0,53914.15,Bachelor,10.0,1
,69789.09,Master,2.0,1
27.0,39611.7,Bachelor,0.0,0
57.0,61695.52,,31.0,1
55.0,34043.23,High School,6.0,0
23.0,48624.13,Bachelor,5.0,0
25.0,42050.73,Bachelor,1.0,0
40.0,79398.39,Master,14.0,1
64.0,85220.63,High School,43.0,1
43.0,55628.57,Bachelor,11.0,1
63.0,47756.0,Bachelor,7.0,0
60.0,58178.04,Bachelor,,0
29.0,50367.01,High School,8.0,0
43.0,50375.75,High School,,0
30.0,30517.59,,7.0,0
57.0,56368.16,High School,28.0,0
35.0,43081.17,High School,,0
42.0,45915.63,High School,4.0,0
50.0,45637.36,Bachelor,4.0,0
64.0,82357.32,Bachelor,29.0,1
57.0,76710.21,PhD,4.0,1
60.0,75587.69,High School,42.0,1
29.0,43965.37,Bachelor,2.0,0
61.0,66357.23,Bachelor,24.0,0
53.0,49279.2,High School,13.0,0
65.0,105893.68,Master,43.0,1
21.0,25939.57,High School,1.0,0
22.0,55004.89,Master,1.0,0
54.0,93624.46,Master,17.0,1
25.0,46477.95,Bachelor,,0
59.0,67299.35,Bachelor,,1
45.0,36973.63,Bachelor,1.0,0
48.0,42495.53,Bachelor,6.0,0
26.0,37631.17,Bachelor,,0
46.0,48500.37,High School,,0
31.0,30233.06,High School,1.0,0
57.0,91056.9,Bachelor,26.0,1
58.0,77289.97,Bachelor,20.0,1
39.0,74289.69,Master,17.0,1
28.0,36531.36,High School,8.0,0
40.0,73947.17,Master,3.0,1
18.0,26378.63,High School,0.0,0
63.0,,Bachelor,40.0,1
54.0,56361.18,Bachelor,16.0,1
38.0,64568.33,Bachelor,16.0,1
43.0,45860.97,High School,15.0,0
63.0,61734.69,Bachelor,19.0,0
53.0,85935.87,Master,24.0,1
40.0,53609.91,Bachelor,7.0,1
18.0,51074.2,Bachelor,0.0,0
57.0,99982.57,Master,22.0,1
32.0,66392.99,Bachelor,14.0,1
38.0,54005.2,Bachelor,0.0,0
64.0,45034.68,High School,18.0,0
,62498.68,Master,8.0,1
26.0,56743.93,Bachelor,8.0,0
27.0,27127.86,High School,4.0,0
43.0,,High School,15.0,0
58.0,101568.38,Master,31.0,1
52.0,66390.99,High School,21.0,1
42.0,87577.78,PhD,10.0,1
43.0,37546.99,High School,12.0,0
28.0,64154.0,Master,5.0,1
55.0,73917.78,Bachelor,,1
19.0,40581.2,Bachelor,1.0,0
24.0,51640.22,Master,0.0,0
35.0,54402.77,Bachelor,4.0,0
44.0,60951.17,Bachelor,16.0,1
51.0,71575.35,High School,32.0,1
44.0,61017.04,High School,26.0,1
34.0,31582.67,High School,4.0,1
60.0,84209.78,Bachelor,36.0,1
61.0,34870.81,High School,6.0,0
41.0,50077.33,High School,15.0,0
42.0,55918.78,Bachelor,17.0,1
24.0,54040.31,Bachelor,6.0,0
23.0,52169.7,Bachelor,5.0,0
41.0,35707.16,,1.0,0
50.0,56362.37,High School,12.0,0
46.0,,Master,,1
60.0,33961.08,High School,10.0,0
39.0,83392.02,Master,20.0,1
43.0,60023.97,Master,1.0,1
45.0,64535.75,Master,7.0,1
38.0,53029.16,High School,18.0,0
24.0,58385.9,Master,3.0,0
,76011.47,Master,16.0,1
37.0,64813.75,Bachelor,15.0,1
58.0,46037.9,,4.0,0
37.0,44444.33,High School,,0
,47874.93,High School,18.0,0
45.0,41809.31,Bachelor,3.0,0
57.0,76964.58,Bachelor,23.0,1
24.0,55673.71,Bachelor,6.0,0
18.0,48171.79,Bachelor,0.0,0
49.0,74652.17,Bachelor,,1
,,Bachelor,8.0,1
47.0,68023.99,Master,2.0,1
40.0,66575.61,High School,22.0,1
36.0,51960.76,Bachelor,8.0,1
49.0,49682.41,High School,17.0,0
47.0,41790.39,Bachelor,3.0,0
46.0,78534.14,Bachelor,18.0,1
62.0,83983.84,,23.0,1
46.0,,High School,3.0,0
47.0,95174.73,PhD,8.0,1
33.0,27144.05,High School,0.0,0
57.0,62769.26,Bachelor,0.0,0
36.0,49993.81,High School,18.0,0
35.0,56757.53,Master,2.0,0
18.0,49736.6,Bachelor,0.0,0
31.0,52598.83,Bachelor,9.0,0
64.0,76030.95,Master,11.0,1
19.0,25784.53,High School,1.0,0
45.0,47435.9,High School,13.0,0
47.0,66746.47,Master,9.0,1
55.0,59868.06,Bachelor,9.0,0
21.0,28855.56,High School,1.0,0
18.0,44271.34,Bachelor,0.0,0
25.0,50096.76,Bachelor,7.0,0
46.0,27909.72,High School,0.0,0
56.0,68691.04,High School,29.0,1
20.0,,High School,2.0,0
49.0,53527.21,Bachelor,7.0,1
27.0,98167.71,Master,9.0,1
27.0,86026.42,PhD,2.0,1
36.0,62653.49,Bachelor,17.0,1
63.0,76886.06,High School,40.0,1
51.0,73622.43,Master,15.0,1
50.0,71518.91,Bachelor,20.0,1
40.0,39265.02,High School,14.0,0
45.0,60738.51,Master,4.0,1
49.0,68755.54,Master,12.0,1
,,Bachelor,5.0,0
46.0,67552.64,Bachelor,19.0,1
25.0,27828.49,High School,6.0,0
18.0,26474.17,High School,0.0,0
20.0,42795.84,Bachelor,2.0,0
41.0,61298.99,High School,21.0,1
40.0,56671.03,Bachelor,15.0,1
25.0,64668.75,Master,4.0,1
64.0,76468.56,Master,16.0,1
,66317.4,Bachelor,12.0,1
20.0,66549.57,,1.0,1
50.0,84051.34,Master,8.0,1
45.0,57133.32,,4.0,1
64.0,75999.53,High School,38.0,1
25.0,34623.97,High School,0.0,0
51.0,45344.43,Bachelor,3.0,0
52.0,61424.79,High School,27.0,1
49.0,,High School,25.0,1
41.0,27449.66,High School,3.0,0
31.0,56307.22,Bachelor,4.0,0
49.0,96108.47,Master,21.0,1
,69353.03,High School,35.0,1
,87200.09,Bachelor,37.0,1
33.0,50590.15,Bachelor,9.0,0
21.0,25232.76,High School,2.0,0
54.0,104320.32,Master,34.0,1
38.0,46424.47,Bachelor,7.0,0
31.0,37863.15,Bachelor,0.0,0
,96528.16,Master,28.0,1
65.0,49827.83,High School,17.0,0
35.0,68974.95,Bachelor,17.0,1
24.0,25495.35,High School,1.0,0
,86153.66,Master,8.0,1
24.0,42340.24,Bachelor,3.0,0
50.0,78792.34,Bachelor,32.0,1
40.0,50855.43,High School,22.0,1
38.0,74241.97,,11.0,1
36.0,68014.04,Master,10.0,1
65.0,52867.33,Bachelor,12.0,0
,73191.56,Bachelor,2.0,1
53.0,89482.66,Bachelor,26.0,1
46.0,97661.57,Master,24.0,1
35.0,65800.9,Bachelor,7.0,1
19.0,53596.45,,0.0,0
18.0,74478.22,Master,0.0,0
64.0,70763.06,Bachelor,24.0,1
22.0,35508.06,High School,4.0,0
37.0,53913.83,Bachelor,9.0,1
28.0,70781.63,Master,0.0,1
59.0,22943.34,High School,,0
19.0,38130.83,Bachelor,0.0,0
20.0,73574.12,Master,1.0,1
40.0,45857.1,Bachelor,5.0,0
29.0,67262.99,Bachelor,10.0,1
37.0,,High School,9.0,0
22.0,30353.76,High School,3.0,0
54.0,98360.06,Master,17.0,1
55.0,,High School,12.0,0
47.0,40356.7,High School,9.0,0
26.0,,Master,5.0,1
51.0,63181.94,Bachelor,9.0,1
61.0,117342.82,PhD,36.0,1
52.0,111494.78,PhD,28.0,1
39.0,62269.53,High School,5.0,0
61.0,68947.69,High School,38.0,1
41.0,56482.69,Bachelor,,1
34.0,58603.3,Bachelor,15.0,1
27.0,33522.87,High School,8.0,0
47.0,57602.64,Bachelor,11.0,1
63.0,75595.28,High School,43.0,0
40.0,79882.96,Master,22.0,1
49.0,50491.88,High School,19.0,0
34.0,,High School,4.0,0
34.0,49915.42,High School,15.0,0
31.0,87217.93,PhD,12.0,1
26.0,43451.34,Bachelor,5.0,0
57.0,,Master,28.0,1
19.0,47162.57,Bachelor,1.0,0
62.0,49575.49,Bachelor,,0
42.0,,High School,4.0,0
56.0,70342.23,Bachelor,22.0,1
26.0,37458.64,Bachelor,1.0,0
39.0,79256.53,Bachelor,18.0,1
60.0,23478.95,High School,1.0,0
63.0,67709.31,Master,9.0,1
21.0,26347.5,,3.0,0
43.0,85477.93,PhD,13.0,1
46.0,45783.45,High School,17.0,0
62.0,62426.91,Bachelor,18.0,0
51.0,73267.16,Bachelor,26.0,1
40.0,78966.7,,15.0,1
54.0,54384.64,Bachelor,13.0,1
,52742.3,Bachelor,4.0,0
23.0,54962.6,Bachelor,1.0,0
35.0,48193.7,Bachelor,1.0,0
38.0,69636.98,,11.0,1
59.0,100475.11,Master,,1
53.0,53418.62,High School,18.0,0
58.0,85332.27,Bachelor,26.0,1
55.0,80436.52,Bachelor,29.0,1
,61030.13,Bachelor,6.0,1
34.0,52810.22,Bachelor,6.0,0
54.0,82401.19,Bachelor,24.0,1
42.0,50329.21,High School,5.0,0
55.0,46625.72,High School,17.0,0
29.0,25503.76,High School,0.0,0
40.0,56403.91,Bachelor,0.0,0
59.0,90551.91,Bachelor,31.0,1
39.0,82096.28,PhD,13.0,1
38.0,50983.88,Bachelor,5.0,0
44.0,53812.64,,5.0,0
48.0,56717.08,Master,3.0,1
23.0,56313.9,Master,3.0,0
44.0,,Bachelor,17.0,1
57.0,51696.84,Bachelor,9.0,1
51.0,93203.15,PhD,22.0,1
29.0,47754.84,Bachelor,8.0,1
62.0,51634.52,Master,0.0,0
24.0,30943.07,High School,1.0,0
27.0,39192.88,High School,8.0,0
62.0,93732.82,Bachelor,31.0,0
34.0,64538.57,Bachelor,16.0,1
43.0,91572.16,Master,24.0,1
38.0,90751.97,PhD,10.0,1
45.0,53045.05,Bachelor,12.0,1
63.0,52050.17,High School,24.0,0
19.0,,Master,1.0,0
60.0,69681.31,Bachelor,24.0,1
18.0,25483.5,High School,0.0,0
53.0,79804.32,Bachelor,30.0,1
43.0,73514.29,Bachelor,20.0,1
,62755.27,Master,0.0,1
,63242.06,Bachelor,19.0,1
28.0,44457.98,Bachelor,4.0,0
57.0,104972.83,PhD,29.0,1
28.0,52761.66,Bachelor,,0
53.0,39536.48,,2.0,0
56.0,70046.32,High School,33.0,1
57.0,,,5.0,0
,62047.6,High School,28.0,1
51.0,31144.36,,2.0,0
64.0,84980.34,Bachelor,32.0,1
41.0,35075.25,High School,10.0,0
39.0,54186.3,Bachelor,12.0,1
22.0,30026.54,High School,4.0,0
50.0,75144.33,,31.0,1
53.0,64545.07,High School,17.0,0
64.0,89422.87,High School,46.0,1
37.0,57750.96,High School,19.0,1
36.0,,Master,6.0,1
52.0,91676.4,Master,27.0,1
60.0,40302.44,High School,12.0,0
34.0,74997.51,Master,15.0,1
62.0,72581.14,Bachelor,24.0,1
60.0,83131.77,PhD,9.0,1
,77297.0,,28.0,1
26.0,42871.09,Bachelor,5.0,0
43.0,45934.04,High School,19.0,0
19.0,42084.73,Bachelor,1.0,0
26.0,78945.55,PhD,6.0,1
26.0,47744.39,Bachelor,5.0,0
57.0,60078.54,,23.0,0
34.0,38425.11,High School,7.0,0
18.0,46161.87,,0.0,0
42.0,53356.29,Bachelor,11.0,1
60.0,80612.51,Bachelor,35.0,1
57.0,82998.49,PhD,9.0,1
,39519.23,High School,5.0,0
42.0,65665.13,Bachelor,6.0,1
56.0,91289.44,Master,30.0,1
52.0,89626.75,Bachelor,26.0,1
20.0,25668.02,High School,2.0,0
54.0,61044.64,Bachelor,20.0,0
61.0,56584.95,Master,0.0,0
61.0,40427.38,High School,14.0,0
47.0,61818.68,Master,6.0,1
55.0,,Master,14.0,1
51.0,63670.37,High School,,1
29.0,47445.69,Bachelor,2.0,0
36.0,60068.66,Bachelor,13.0,1
54.0,43154.95,Bachelor,3.0,0
61.0,99274.85,Master,35.0,1
34.0,73751.04,PhD,2.0,1
,27333.15,High School,4.0,0
64.0,90045.74,Bachelor,24.0,1
29.0,53489.92,Bachelor,10.0,0
33.0,46772.24,Bachelor,7.0,0
41.0,38491.42,Bachelor,1.0,0
36.0,49671.18,High School,15.0,0
25.0,59769.6,Bachelor,0.0,0
48.0,97558.46,Bachelor,27.0,1
38.0,38447.11,High School,9.0,0
34.0,63693.32,Master,6.0,1
40.0,63673.23,Master,4.0,1
54.0,67724.41,Bachelor,20.0,1
33.0,34451.54,High School,11.0,0
23.0,,Bachelor,5.0,0
25.0,38909.32,High School,7.0,0
,32099.26,High School,0.0,0
35.0,59743.02,Bachelor,10.0,1
42.0,43032.08,High School,12.0,0
29.0,36434.38,High School,11.0,0
32.0,27494.25,High School,0.0,0
43.0,63330.82,,20.0,1
58.0,69477.84,High School,,1
62.0,74109.1,PhD,2.0,1
43.0,,High School,25.0,1
64.0,45775.55,High School,14.0,0
49.0,37002.33,High School,8.0,1
27.0,70731.28,Master,6.0,1
33.0,51143.73,Bachelor,11.0,1
24.0,47483.6,Bachelor,5.0,0
34.0,65933.79,Master,7.0,1
40.0,61942.49,,21.0,0
,48207.43,Bachelor,3.0,0
38.0,54857.35,High School,19.0,1
39.0,63213.05,Bachelor,19.0,1
,55010.12,Bachelor,5.0,0
31.0,52402.14,Bachelor,0.0,0
32.0,52097.41,High School,11.0,0
24.0,39533.94,Bachelor,1.0,0
26.0,35336.7,High School,5.0,0
65.0,67790.21,High School,29.0,0
25.0,50314.1,Bachelor,,0
40.0,78571.36,,10.0,1
46.0,64089.22,Bachelor,16.0,1
35.0,47837.85,Bachelor,8.0,0
48.0,69177.08,High School,27.0,1
47.0,54297.32,High School,21.0,1
